id,saved_at,week_label,filename,n_active,n_cancelled,ev_test,funnel_lo,funnel_mean,funnel_hi,actual_contracted,tests_by_day,active_by_day,daily_ev,daily_funnel,by_clinic,categories
1776081019829,2026-04-13T11:50:19.829Z,,April 13-17 tests.csv,164,17,133630,92162,105129,118096,,"{""Mon"": 53, ""Tue"": 50, ""Wed"": 31, ""Thu"": 29, ""Fri"": 18}","{""Mon"": 47, ""Tue"": 46, ""Wed"": 29, ""Thu"": 26, ""Fri"": 16}","{""Mon"": 40492, ""Tue"": 36631, ""Wed"": 23989, ""Thu"": 19862, ""Fri"": 12657}","{""Mon"": {""lo"": 30578, ""mean"": 37136, ""hi"": 43694}, ""Tue"": {""lo"": 19495, ""mean"": 26372, ""hi"": 33249}, ""Wed"": {""lo"": 13605, ""mean"": 19088, ""hi"": 24571}, ""Thu"": {""lo"": 9594, ""mean"": 14910, ""hi"": 20226}, ""Fri"": {""lo"": 3205, ""mean"": 7624, ""hi"": 12043}}","{""GA Fayetteville Hwy 54"": {""n"": 12, ""cancelled"": 1, ""ev"": 15164, ""fMean"": 12235}, ""GA Columbus"": {""n"": 11, ""cancelled"": 1, ""ev"": 7303, ""fMean"": 4461}, ""AL Oxford"": {""n"": 14, ""cancelled"": 1, ""ev"": 11543, ""fMean"": 7093}, ""AL Montgomery"": {""n"": 17, ""cancelled"": 2, ""ev"": 10445, ""fMean"": 5706}, ""GA Fayetteville Yorktown"": {""n"": 19, ""cancelled"": 3, ""ev"": 8428, ""fMean"": 4855}, ""GA Stockbridge Village"": {""n"": 19, ""cancelled"": 1, ""ev"": 15850, ""fMean"": 16230}, ""GA Blairsville"": {""n"": 6, ""cancelled"": 0, ""ev"": 3962, ""fMean"": 3344}, ""AL Auburn"": {""n"": 11, ""cancelled"": 0, ""ev"": 6536, ""fMean"": 4787}, ""AL Gadsden"": {""n"": 25, ""cancelled"": 3, ""ev"": 13576, ""fMean"": 14217}, ""GA Douglasville Hospital Drive"": {""n"": 18, ""cancelled"": 1, ""ev"": 13858, ""fMean"": 12500}, ""GA Locust Grove"": {""n"": 8, ""cancelled"": 1, ""ev"": 10511, ""fMean"": 6217}, ""GA Newnan"": {""n"": 5, ""cancelled"": 0, ""ev"": 7505, ""fMean"": 5762}, ""GA Carrollton"": {""n"": 3, ""cancelled"": 1, ""ev"": 2379, ""fMean"": 617}, ""GA Peachtree City"": {""n"": 3, ""cancelled"": 0, ""ev"": 2079, ""fMean"": 2575}, ""AL Albertville"": {""n"": 10, ""cancelled"": 2, ""ev"": 4489, ""fMean"": 4522}}","{""DM"": {""n"": 35, ""cancelled"": 4, ""ev"": 15365, ""group"": ""external""}, ""Service Conversion"": {""n"": 3, ""cancelled"": 0, ""ev"": 1506, ""group"": ""clinic""}, ""Direct Web"": {""n"": 22, ""cancelled"": 2, ""ev"": 16830, ""group"": ""external""}, ""Paid Search"": {""n"": 3, ""cancelled"": 0, ""ev"": 1413, ""group"": ""external""}, ""Affiliate"": {""n"": 7, ""cancelled"": 1, ""ev"": 147, ""group"": ""external""}, ""Walk In"": {""n"": 39, ""cancelled"": 2, ""ev"": 58539, ""group"": ""clinic""}, ""Outbound Call"": {""n"": 39, ""cancelled"": 6, ""ev"": 12870, ""group"": ""clinic""}, ""WOM Referral"": {""n"": 8, ""cancelled"": 0, ""ev"": 10520, ""group"": ""clinic""}, ""Inbound Call"": {""n"": 3, ""cancelled"": 1, ""ev"": 2568, ""group"": ""clinic""}, ""SEO"": {""n"": 3, ""cancelled"": 1, ""ev"": 1671, ""group"": ""external""}, ""Medical Referral"": {""n"": 6, ""cancelled"": 0, ""ev"": 6576, ""group"": ""clinic""}, ""Unknown"": {""n"": 5, ""cancelled"": 0, ""ev"": 3431, ""group"": ""external""}, ""Social"": {""n"": 2, ""cancelled"": 0, ""ev"": 332, ""group"": ""external""}, ""Events"": {""n"": 6, ""cancelled"": 0, ""ev"": 1860, ""group"": ""clinic""}}"
